#GENE	COV002_endo	COV003_endo	COV004_endo	COV005_endo	COV006_endo	COV007_endo	COV008_endo	COV010_endo	COV011_endo	COV012_endo	COV013_endo	COV014_endo	COV015_endo	COV016_endo
MCTP1-AS1	0	0	6	0	0	0	0	0	0	0	0	0	0	0
MCTP2	14	1	144	3	2	9	5	8	25	0	25	20	9	67
MCTS1	9979	13756	11439	6019	17100	10993	8537	14951	13338	11713	15171	14078	13468	16724
MCTS2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCU	2203	1828	1966	2165	2067	2325	2623	2845	1954	2140	1609	1710	1856	2221
MCUB	7456	8274	6373	4258	8355	8490	7693	8254	7447	8020	7645	6734	6716	9497
MCUR1	2516	3387	1786	1563	2069	1815	2084	2077	1800	1637	2693	2045	1467	2355
MCUR1P1	10	2	2	1	3	2	0	3	3	1	0	1	0	1
MCUR1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDC1	248	830	219	552	301	202	322	288	192	237	384	227	324	332
MDC1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MDFI	106	423	58	159	110	142	215	84	79	50	112	69	70	112
MDFIC	1150	1448	885	963	1356	1140	1099	1292	987	988	431	920	1522	1283
MDFIC2	1	0	0	0	0	0	2	0	3	0	0	0	16	2
MDGA1	23	0	21	0	8	22	35	17	35	24	13	16	21	22
MDGA2	0	0	10	0	2	20	0	5	11	0	11	40	10	1
MDH1	11616	14213	10557	12455	13757	13501	13921	13799	10684	9498	10851	10021	9644	14499
MDH1B	28	0	31	85	2	4	14	10	18	6	82	16	27	20
MDH2	9597	17402	8322	11173	9142	10814	13689	9973	6864	8038	7243	7360	5930	9251
MDK	4608	11126	3896	5156	4378	4758	6727	4906	2951	3512	3741	2859	2992	4457
MDM1	492	784	561	599	519	366	568	757	493	556	583	439	330	513
MDM2	10020	9053	7333	4455	10521	8429	7609	11648	7925	7515	8596	9802	9700	9193
MDM4	1205	1381	668	1008	1270	941	886	1376	875	937	1029	1102	936	1521
MDN1	509	969	613	1063	732	650	1161	755	735	662	669	761	811	1050
MDP1	22	12	19	40	22	22	17	40	19	10	28	12	8	13
MDS2	3	0	25	88	11	1	10	3	10	9	2	9	0	7
ME1	5741	4758	4273	6714	5641	4020	5036	5583	5040	4576	4821	5559	5083	6701
ME2	5218	7685	5380	5099	7368	5925	5438	7243	5297	7242	5207	6988	5650	6336
ME2P1	1	4	1	2	1	2	1	2	1	3	1	0	2	7
ME3	1049	2342	1074	1172	1638	1610	2245	1361	873	1252	1029	893	721	1385
MEA1	2811	6010	2453	4255	2833	3533	4266	3064	2013	2211	2368	1717	2124	3090
MEAF6	4320	6121	4321	3998	5232	5330	4508	5696	3925	3704	3677	4010	2952	5098
MEAF6P1	5	0	0	0	0	0	5	0	4	3	1	0	0	0
MEAK7	1567	3173	1190	2372	1222	1340	1800	1395	958	1074	917	1030	989	1296
MECOM	6878	6658	5591	3611	9244	7733	6046	6692	6144	5207	4817	5187	6461	7061
MECOM-AS1	7	0	17	0	14	3	12	25	2	23	34	33	27	10
MECP2	764	1393	529	437	667	582	828	626	555	485	590	532	453	709
MECR	1141	1405	910	1444	1046	1059	1732	1177	796	767	686	695	604	889
MED1	1263	2916	1377	963	1292	1346	1626	1626	1205	1384	916	1471	1273	1705
MED10	3403	5832	2795	3737	3417	3458	4197	3457	2177	2460	2137	2388	2205	3173
MED11	838	1039	622	873	676	1041	1162	778	465	502	451	454	477	684
MED12	533	871	351	280	415	415	537	457	240	266	247	252	216	353
MED12L	45	1	29	13	4	14	11	9	24	0	10	4	21	28
MED13	3233	2705	1937	2350	3016	2656	2157	2811	1657	1852	2260	2335	2072	2674
MED13L	1202	315	755	672	1084	995	673	885	599	690	661	553	512	666
MED13P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED14	1070	1083	1257	456	1930	1306	1351	1641	1173	1054	850	1196	966	1502
MED14OS	125	3	55	2	29	106	57	168	94	66	64	75	0	46
MED14P1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MED15	1849	5898	1459	2835	1704	1729	2548	1646	1166	1309	1027	1095	988	1454
MED15P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED15P3	0	0	0	0	0	0	0	0	0	0	5	0	0	0
MED15P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED15P5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
MED15P6	6	0	0	0	1	0	2	0	0	0	0	0	0	0
MED15P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED15P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED15P9	3	0	0	0	0	0	0	0	0	0	0	0	0	0
MED16	1770	3443	1521	2917	1999	1840	2586	2043	1277	1702	1433	1500	1119	1083
MED17	598	564	185	450	604	399	610	327	293	251	276	311	264	376
MED18	892	1268	774	600	786	944	1245	996	669	750	713	708	565	1144
MED19	1060	1053	965	1133	964	1118	1336	884	712	789	766	643	709	1219
MED20	1075	1056	1279	828	1676	1542	1501	1366	1478	1578	2177	1548	1634	2191
MED21	5083	3590	3910	2657	5473	4913	3586	5407	4803	4764	6132	5351	4980	5828
MED22	633	357	497	420	494	673	850	570	448	466	399	444	306	431
MED23	1371	1871	1010	867	1530	1273	1635	1954	1520	1305	1371	1830	1401	2017
MED24	2382	3484	1645	1649	2115	2168	3654	2392	1372	1514	1610	1791	1286	1718
MED25	118	259	117	175	119	128	161	99	65	94	102	77	73	149
MED26	38	23	50	38	126	55	92	41	34	38	134	53	35	59
MED27	1381	2055	1306	2117	1202	1577	1863	1528	1035	1252	1298	973	996	1245
MED28	5330	8604	5166	4984	6704	5206	5339	7254	5080	4847	5016	5185	4149	6187
MED28P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED28P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED28P3	1	96	0	1	0	0	4	0	0	3	0	17	0	0
MED28P4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
MED28P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED28P6	0	0	1	0	0	0	0	0	0	0	0	0	0	3
MED28P7	0	0	0	0	1	0	0	0	0	0	1	0	0	0
MED28P8	0	0	7	0	0	0	0	0	0	0	0	0	0	0
MED29	1326	3516	1423	1626	1584	1757	2307	1689	1032	1132	1021	943	1041	1379
MED30	628	1181	634	138	954	616	750	777	666	788	954	700	744	773
MED31	1422	1813	1420	1779	1734	1475	1453	1717	1143	1272	1440	1379	1305	1731
MED4	5639	7944	5390	4023	6723	6514	4813	9419	6378	5478	7288	5245	5459	6177
MED4-AS1	0	2	1	0	0	0	4	4	0	1	0	2	19	3
MED6	1855	3087	2295	2980	2490	2394	2319	2064	2138	1959	2030	2373	1935	2403
MED6P1	11	0	3	0	35	6	0	9	6	0	8	6	0	1
MED7	2231	2040	1654	1452	2270	1766	1695	2292	1712	1980	1967	1739	1536	2285
MED8	3140	6259	2948	3605	3766	3642	4044	3637	2494	2793	2702	2970	2275	3939
MED8-AS1	41	59	6	1	25	6	17	7	9	17	8	1	0	1
MED9	431	1582	649	353	766	714	989	705	428	632	469	460	380	707
MEDAG	418	720	337	43	211	286	404	289	222	413	173	245	157	440
MEF2A	2226	2186	1903	2079	2166	2184	2246	2601	1919	1758	1972	2036	1406	2960
MEF2AP1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
MEF2B	1	32	0	0	0	3	4	2	2	0	0	0	0	4
MEF2BNBP1	0	0	13	0	4	0	0	0	0	0	2	0	3	4
MEF2C	2431	3309	2557	887	2543	1931	2694	3165	1946	2165	2050	2196	2275	2079
MEF2C-AS1	14	1	45	68	21	51	17	16	45	30	23	8	65	21
MEF2C-AS2	1	0	3	0	11	0	4	1	29	9	0	0	14	16
MEF2D	954	1448	936	1388	1253	970	1353	964	698	823	625	805	648	990
MEFV	21	2	4	3	14	11	29	3	23	1	40	7	20	0
MEG3	235	1090	294	202	361	427	531	342	392	484	302	223	151	426
MEG8	51	129	41	67	27	142	90	67	200	59	103	92	31	105
MEG9	3	0	0	0	0	0	2	0	0	0	0	0	0	1
MEGF10	30	46	109	57	16	20	52	76	53	8	3	46	6	46
MEGF11	37	4	1	1	0	3	32	14	9	4	3	12	33	29
MEGF6	936	715	531	883	733	546	736	619	683	346	628	497	501	868
MEGF8	700	964	514	1936	634	818	1075	562	517	443	533	504	326	706
MEGF9	3328	3274	2499	2004	4081	3503	2327	2417	2191	2200	3243	2737	2997	2686
MEI1	51	182	100	557	80	146	180	70	155	91	245	86	42	104
MEI4	101	639	50	1	44	60	74	27	55	47	64	105	111	120
MEIG1	0	0	24	13	32	10	18	3	14	9	0	24	31	8
MEIKIN	0	0	0	0	4	0	0	0	0	0	1	0	0	0
MEIOB	50	0	7	62	38	4	11	41	9	6	7	0	1	25
MEIOC	24	13	12	3	5	3	28	14	33	20	122	17	1	20
MEIS1	395	349	271	467	366	209	382	434	378	240	296	354	406	286
MEIS1-AS2	9	0	5	1	2	0	1	8	4	2	2	8	4	3
MEIS1-AS3	0	0	0	0	0	0	0	1	0	0	2	0	0	0
MEIS2	1005	649	732	745	938	1130	1232	1368	789	621	710	1059	1439	1136
MEIS3	10	39	12	0	4	13	15	13	17	0	6	1	10	21
MEIS3P1	9	26	14	28	20	10	8	5	15	11	3	9	9	11
MEIS3P2	0	0	3	7	1	4	0	3	1	0	2	1	4	0
MELK	1341	597	1421	1476	1805	1926	2307	1639	1323	1724	1463	1881	1375	1854
MELTF	191	878	169	29	133	167	201	181	79	162	141	130	77	172
MELTF-AS1	0	7	4	11	5	2	4	16	1	1	2	7	9	3
MEMO1	206	241	236	151	176	272	253	375	202	240	195	186	288	499
MEMO1P1	178	443	153	211	161	236	317	200	143	153	153	117	170	169
MEMO1P3	1	2	0	0	0	1	0	0	0	0	0	0	29	0
MEMO1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEMO1P5	16	0	38	0	0	0	0	0	1	0	0	20	0	0
MEN1	1602	1688	975	1915	1395	1370	2007	1723	834	1172	811	998	881	1332
MEOX1	6	0	21	0	2	0	2	1	14	5	0	7	0	8
MEOX2	17	0	0	0	13	0	20	57	20	0	33	0	0	37
MEP1A	0	0	10	0	0	17	1	3	16	0	3	1	1	0
MEP1AP1	3	0	0	0	0	1	2	0	0	0	2	0	2	8
MEP1AP4	6	0	0	0	0	3	0	0	0	0	5	2	4	1
MEP1B	52	1	2	0	1	10	2	0	34	0	4	1	0	11
MEPCE	567	960	274	884	414	556	621	315	308	171	213	208	216	525
MEPE	0	0	9	0	0	1	0	0	0	0	0	1	0	0
MERTK	1229	1501	1271	911	1162	1801	1941	1517	1353	1355	1215	1750	1039	1759
MESD	6805	14734	7122	4779	11372	8885	8450	9333	8514	7352	7639	7008	8772	10385
MESP1	14	43	11	0	14	7	12	15	6	3	8	3	2	11
MESP2	12	124	1	0	8	4	0	4	2	0	18	1	4	3
MEST	3290	4665	2636	3401	3666	3534	4276	4812	3742	2978	2936	4310	3554	5113
MESTIT1	19	22	9	0	2	15	13	7	14	6	66	1	10	0
MESTP1	1	1	0	0	3	1	0	1	1	0	1	0	3	0
MESTP2	0	0	0	0	0	2	0	0	0	0	0	0	0	2
MESTP3	0	1	0	2	0	0	2	1	2	0	0	0	1	11
MESTP4	0	0	2	0	0	0	0	0	3	1	1	0	3	0
MET	4604	2350	2596	3894	4560	3776	3553	3675	3526	3149	3044	4016	4112	4381
METAP1	5519	4053	3998	2688	5974	4315	4654	4729	4307	4624	4421	4746	5281	5978
METAP1D	209	270	323	251	395	314	447	385	281	263	256	350	345	562
METAP2	11136	12279	8893	10395	13612	11735	9747	14189	13636	10846	12906	12821	15072	16165
METAP2P1	2	1	0	0	0	1	3	96	6	0	0	1	65	2
METRN	255	369	95	214	249	266	171	131	143	133	159	97	130	112
METRNL	113	647	92	247	148	256	180	76	86	112	105	108	68	179
METTL1	939	895	843	1310	796	1114	1736	1139	703	720	749	684	624	1115
METTL11B	50	0	18	0	0	10	12	3	23	0	17	0	2	4
METTL14	2205	1165	2274	526	2709	2332	2403	3120	2582	2585	2254	2371	2431	2868
METTL14-DT	4	0	2	7	13	10	22	13	47	0	117	53	27	14
METTL15	516	1059	435	314	541	765	583	865	497	458	555	466	615	611
METTL15P1	29	65	42	16	44	52	61	68	57	61	59	68	44	41
METTL15P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL16	1047	710	736	735	975	754	1156	867	807	851	790	989	866	1052
METTL17	1137	2102	999	1957	1019	1106	1739	1341	856	933	1002	742	664	1301
METTL18	2054	482	1394	616	2234	1596	1268	2814	1480	1256	1905	1431	1837	2082
METTL21A	1908	2325	1481	1044	2369	1796	1312	1781	1577	1335	1729	1294	1285	2061
METTL21AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL21C	0	0	0	0	0	18	0	0	0	0	0	0	0	0
METTL21EP	0	3	0	0	3	0	0	1	2	1	1	4	0	0
METTL22	921	1730	698	1182	785	787	1105	1100	534	728	392	618	477	592
METTL23	3067	4080	3595	1920	3859	3104	2779	3493	3641	2638	3852	3722	3521	4800
METTL24	0	0	8	0	0	2	2	0	0	0	0	0	0	3
METTL25	1154	1899	989	116	1072	1040	953	1497	994	826	1153	1224	833	982
METTL26	1391	3172	1162	1536	1393	1530	2052	1415	887	975	1322	894	799	1381
METTL27	165	702	136	68	152	169	222	161	100	59	109	114	115	131
METTL2A	1031	1076	944	1422	997	1068	1109	1122	884	779	926	836	723	1048
METTL2B	653	976	700	887	819	857	1260	813	582	643	803	642	612	686
METTL3	2468	3107	2167	2391	3152	3273	4656	2921	2191	2339	2583	2510	1762	2727
METTL4	633	337	1117	521	1161	1138	1095	1258	1028	1338	1083	1127	1063	1125
METTL5	10535	10347	10411	4265	13555	8266	7463	16567	12606	9710	13478	12152	13932	14082
METTL6	797	1588	969	966	1664	1119	1074	1192	1030	1393	1531	1319	1177	1714
METTL7A	255	15	311	289	204	193	221	442	222	151	232	255	133	203
METTL7AP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL7B	3	0	2	0	0	0	0	26	1	3	2	1	0	1
METTL8	2423	2477	1793	1530	3246	1991	2132	2301	2177	2407	1381	2773	1986	2796
METTL8P1	8	1	2	4	3	2	0	0	0	0	1	2	1	2
METTL9	11542	20511	9271	9351	13101	12146	12117	13497	11363	10779	10554	11549	10371	15371
MEX3A	181	44	146	74	207	145	145	140	128	87	65	138	120	176
MEX3B	106	456	97	97	193	266	209	171	118	118	62	248	225	197
MEX3C	1673	975	1327	394	1744	1075	1071	1723	1090	1470	1231	1576	1368	1331
MEX3D	156	96	83	28	141	119	25	64	49	55	49	92	87	95
MFAP1	2944	5648	2521	1561	3418	2909	3349	3310	2916	2859	2720	2537	2284	3743
MFAP1P1	0	0	4	0	0	0	0	0	4	0	2	0	0	0
MFAP2	1847	2659	1439	2024	1658	1997	2609	1759	1150	1387	1223	1159	757	1353
MFAP3	1373	2993	1893	850	2902	2089	2087	2800	2306	2392	2041	2237	1946	1730
MFAP3L	50	0	30	2	33	5	5	26	65	13	0	11	11	61
MFAP4	2	0	0	0	0	2	0	6	3	1	3	0	2	1
MFAP5	13	1	16	1	15	14	3	38	19	1	0	1	17	4
MFF	6200	8851	6576	4640	9090	6781	5721	8381	7294	6456	7454	7006	5530	9008
MFF-DT	77	190	43	11	130	60	68	55	91	20	105	28	203	64
MFFP1	0	1	3	0	2	0	15	5	0	0	1	0	3	0
MFFP2	5	4	4	3	3	5	5	8	11	3	4	1	1	12
MFGE8	234	458	241	475	217	305	416	184	176	189	167	163	162	230
MFHAS1	824	453	497	60	554	742	651	727	590	570	674	642	641	760
MFN1	2644	2452	2230	2668	3162	2760	2323	3006	2414	2721	2320	2944	2775	3298
MFN2	2183	2682	1711	2725	2524	2262	3192	2309	1723	1651	1725	1837	1264	1974
MFNG	5467	9203	5407	8960	5056	5927	8800	6737	4233	4959	4740	4389	3366	5056
MFRP	0	10	0	0	0	0	0	1	3	0	0	2	5	0
MFSD1	9226	9906	10416	6644	12056	11020	10408	13728	11596	10456	11955	11351	9738	11847
MFSD10	1940	3838	1447	2494	1796	2122	2750	1907	1373	1539	1241	1408	1125	1375
MFSD11	1794	1924	1964	1260	2247	2181	2282	2143	1930	1704	1950	1620	1615	2226
MFSD12	2159	3351	1451	2681	1728	1879	2647	1587	1183	1539	991	1022	962	1497
MFSD13A	249	846	146	440	127	277	428	273	139	175	254	122	87	220
MFSD13B	42	0	8	1	45	12	24	39	16	3	0	23	2	7
MFSD14A	128	215	142	161	149	158	250	166	98	120	119	101	84	123
MFSD14B	5594	6317	5627	6051	6691	6476	4626	4621	4744	5933	4123	5497	4914	5247
MFSD14C	1104	1041	872	904	1049	806	1085	935	873	985	526	1152	1042	1108
MFSD1P1	79	0	9	0	9	0	0	0	0	32	1	13	5	5
MFSD2A	123	792	93	681	242	218	299	261	99	166	90	121	157	146
MFSD2B	125	60	40	29	39	48	104	52	21	47	52	32	69	36
MFSD3	475	1375	492	817	473	603	769	548	385	403	360	351	241	516
MFSD4A	24	124	63	22	68	51	59	14	59	20	45	36	36	49
MFSD4B	526	672	622	859	472	548	452	848	820	637	454	646	595	874
MFSD4BP1	6	1	1	0	0	22	0	0	24	0	3	0	175	13
MFSD5	2126	4371	2090	2312	2163	2482	3438	2920	1735	1802	2081	1688	1503	2203
MFSD6	149	795	423	406	204	96	183	270	285	222	369	150	285	119
MFSD6L	8	0	0	0	0	0	0	0	0	0	0	0	0	0
MFSD8	957	529	1397	3918	2316	1839	1646	2098	1384	1521	1896	2167	1102	1473
MFSD9	338	931	293	508	544	459	568	395	359	461	338	274	254	376
MGA	1345	1745	1269	713	1822	1088	1453	1678	1153	1307	1160	1334	1339	1909
MGAM	40	1	10	0	61	30	22	9	13	1	6	20	30	75
MGAM2	18	0	55	57	7	37	38	22	60	1	35	17	32	25
MGARP	444	422	215	222	373	320	385	486	216	190	425	221	362	381
MGAT1	4454	9553	4305	6397	4740	5423	7378	5307	3741	4418	3107	3433	2858	3540
MGAT2	94	156	68	149	121	112	169	96	50	125	57	84	57	64
MGAT2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT2P2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MGAT3	8	0	0	0	0	3	6	7	2	0	4	4	3	1
MGAT3-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	8
MGAT4A	8964	6234	6114	4279	8017	7239	7003	8874	7277	7642	7236	7220	7856	7901
MGAT4B	4602	7927	3077	4118	5488	4752	4101	3605	2702	2540	3007	2686	3113	4234
MGAT4C	88	24	130	0	20	45	74	72	62	29	6	5	46	20
MGAT4D	0	0	0	0	0	2	3	0	42	0	0	0	0	0
MGAT4EP	40	0	6	125	26	15	3	9	2	0	17	3	1	55
MGAT4FP	0	0	10	0	0	0	0	0	0	0	0	0	0	0
MGAT5	690	1809	681	504	1185	964	1125	777	879	794	716	684	588	792
MGAT5B	37	0	48	0	51	44	47	47	35	46	9	14	18	18
MGLL	10439	19348	7126	13086	9161	10700	14003	9541	6729	7483	6191	6185	4962	9759
MGME1	700	1780	610	1337	1585	1089	1210	1340	972	728	693	1043	1261	1035
MGMT	243	363	231	574	274	314	405	329	207	201	197	193	134	227
MGP	5655	12576	5557	7274	7594	6207	7380	6015	5235	4864	6416	5851	6024	9745
MGRN1	145	524	145	57	183	142	284	104	130	135	47	123	97	214
MGST1	12183	16229	10437	8539	13748	11733	12466	15913	10698	9502	11390	11605	12361	14365
MGST2	2535	5347	2656	3004	2742	2588	3477	2918	2560	2713	2778	3036	2339	4104
MGST3	5710	13382	5947	8666	5996	6276	8340	5999	4285	4796	5458	4474	4211	6614
MHENCR	39	9	21	38	35	51	87	55	34	43	40	36	36	36
MIA	0	0	0	0	0	0	1	0	1	0	3	0	3	3
MIA-RAB4B	0	0	0	0	0	0	0	0	0	0	2	0	0	3
MIA2	1590	800	1815	1709	2449	1798	1744	3096	2020	1850	1837	1912	1721	2542
MIA3	2948	4941	3036	3254	4521	3077	3121	4316	4104	2842	2383	3309	3322	3907
MIAT	69	6	5	1	7	32	3	9	8	2	12	19	61	64
MIATNB	171	422	159	1	79	184	289	109	109	145	153	76	214	137
MIB1	3100	2259	2353	1482	3880	2675	2116	3359	2787	2077	1872	2385	2931	2838
MIB2	309	836	270	296	411	456	667	459	290	292	142	216	213	234
MICA	1631	1976	1522	2375	1476	2006	2373	1616	1355	1583	1009	1166	905	1464
MICAL1	754	1407	518	908	607	739	953	829	497	485	520	434	411	500
MICAL2	3889	7621	3186	2945	3565	3764	4945	3095	2411	2835	2348	2642	2108	3763
MICAL3	99	376	150	23	106	163	238	117	167	151	114	64	62	136
MICALL1	1132	1390	553	431	862	874	926	539	515	495	479	474	500	933
MICALL2	405	677	285	313	331	400	641	324	202	270	219	285	217	343
MICB	1813	2481	1296	1653	1328	1816	1983	1534	1115	1168	1005	1171	808	1255
MICC	2	0	0	0	4	0	4	0	4	0	0	0	0	0
MICD	8	0	7	0	0	0	1	0	1	0	0	0	0	0
MICE	0	55	9	0	8	3	21	2	1	1	5	4	8	3
MICG	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MICOS10	3941	5504	3644	2443	5115	3109	2888	4101	3725	3658	5254	4815	4525	6214
MICOS10-NBL1	0	0	3	0	0	1	0	0	4	0	0	0	0	0
MICOS10P2	4	10	5	6	16	8	7	12	4	7	14	12	9	7
MICOS10P3	2	2	3	4	1	9	5	24	1	1	1	1	21	10
MICOS10P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS13	1257	2584	1344	1436	1257	1527	1799	1452	966	1090	1133	906	906	1477
MICU1	1886	2805	1739	1820	1853	2300	2834	2043	1658	1754	1782	1741	1264	2494
MICU2	4126	3296	4845	4173	6464	4960	4201	6477	4665	4699	3757	4865	5355	5361
MICU3	176	293	225	294	285	217	203	146	171	132	309	162	82	119
MID1	1043	1439	1061	695	1253	1576	1635	1787	1281	1405	1030	1236	1362	1712
MID1IP1	61	194	67	62	99	93	74	49	68	49	52	45	56	85
MID1IP1-AS1	1	0	0	0	2	1	2	1	0	0	0	0	0	3
MID2	367	197	479	448	438	458	685	552	287	485	99	461	219	415
MIDEAS	927	737	811	2054	1112	897	1466	1122	970	1314	766	914	742	958
MIDN	111	343	122	118	145	141	118	56	64	134	87	95	69	81
MIEF1	2222	4419	1938	727	2353	2004	2846	1972	1714	1824	2024	1717	1754	2489
MIEF2	347	280	251	863	201	348	402	311	251	187	247	211	132	189
MIEN1	2241	4747	2603	4554	2670	3027	3876	2661	1998	2010	2536	1711	1495	2666
MIER1	1861	1675	2029	1258	2788	2235	1859	3435	2415	2511	2418	2480	2832	2716
MIER2	209	147	195	154	232	261	341	211	151	115	105	117	141	211
MIER3	433	1211	771	1014	1040	1107	739	1018	1133	1038	256	860	822	860
MIF	896	2068	887	1120	923	964	1278	1123	657	636	781	539	535	639
MIF-AS1	9	1	1	22	3	1	11	0	0	2	6	0	2	0
MIF4GD	971	1219	644	1337	814	906	1158	1064	700	816	758	701	405	692
MIGA1	1233	819	1106	893	1583	1160	1226	1340	904	934	720	1006	954	1210
MIGA2	553	1554	366	231	567	451	741	505	315	413	291	319	258	304
MIIP	556	1438	650	1286	854	937	1399	764	528	675	498	599	419	779
MILR1	304	866	345	161	349	547	398	419	424	347	381	348	206	460
MIMT1	0	0	0	0	0	0	0	0	0	0	0	0	0	13
MINAR1	0	0	59	233	131	43	56	113	27	27	90	79	61	103
MINAR2	12	0	2	0	0	0	0	0	0	0	43	1	0	5
MINCR	4	3	20	6	41	22	26	67	28	13	10	36	3	42
MINDY1	184	1455	247	71	211	265	426	399	220	234	231	145	214	187
MINDY2	3283	1825	2494	2050	2786	2531	2047	2579	2205	2458	1684	2006	2328	2372
MINDY3	4675	4493	3506	4088	5443	5147	3891	5861	4582	4261	3033	4263	3422	4611
MINDY4	114	48	20	0	18	55	43	46	27	33	22	35	13	29
MINDY4B	3	0	0	0	0	0	0	0	0	0	0	0	0	0
MINK1	281	528	179	477	285	288	466	312	212	156	198	158	142	277
MINPP1	5798	5835	4858	2428	7433	5849	5268	8744	5630	5896	4290	5634	3830	5580
MIOS	472	133	1115	2205	1919	1143	1488	2013	1509	1347	617	1873	1568	1635
MIOX	2	0	1	0	1	6	9	0	3	0	0	1	1	1
MIOXP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MIP	1	31	8	11	27	5	7	31	6	25	5	8	0	4
MIPEP	1306	1188	1046	768	1201	1304	1662	1463	1177	1024	1409	1074	1240	1482
MIPEPP1	0	2	0	0	0	0	0	0	0	0	1	0	4	0
MIPEPP2	0	0	0	2	0	0	0	0	0	0	0	1	0	0
MIPEPP3	27	123	33	45	33	30	69	42	27	26	25	18	71	15
MIPOL1	1127	317	483	371	930	807	567	611	1138	899	570	726	779	829
MIR1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1-1HG	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1-1HG-AS1	2	0	0	1	0	0	1	0	6	0	0	11	2	3
MIR1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR100	0	0	3	0	0	0	4	2	0	0	0	0	0	4
MIR100HG	1169	1223	921	65	1140	1254	1013	1790	1053	955	1480	1277	1365	1769
MIR101-1	0	0	1	0	0	1	7	0	0	0	0	1	4	0
MIR101-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR103A1	0	0	0	0	0	0	0	0	0	0	0	0	24	0
MIR103A2	0	8	0	4	3	3	7	1	0	3	1	0	1	0
MIR103B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR103B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR105-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR105-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR106B	3	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR107	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10A	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR10B	0	0	5	0	0	0	0	0	0	0	0	0	0	0
MIR1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1184-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1184-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1184-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1185-1	5	0	0	0	1	0	0	0	0	0	0	0	5	0
MIR1185-2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1193	0	51	1	0	0	0	0	0	0	0	0	0	1	1
MIR1197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1200	0	0	0	0	0	0	3	0	0	0	0	0	0	0
MIR1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1208	0	0	2	0	0	0	0	0	0	0	0	0	0	0
MIR122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
